"video_id","feature_names","title","description","category","duration","path","topics"
"facebook10156157869630891","Transportation, Poster, Electrical Device, Human, Innovation, Automobile, Kid, Flora, Promotional, Product, 3 shot changes first 10 seconds, Newfoundland, Upbeat, Hub, Person, Hardware, Atm, People, Shaun Murphy, Car, Vehicle, Furniture, Baby, Thrillist, Text-on-Screen, Live, Electronics, Blanket, Rock, Woman folding clothes, Back, Compilation/Clips, Still image, Entrepreneurship, Female, Close-up, Animated, Child, Glasses, Cash Machine, Exciting, Machine, Printer, Machine, Chair, White text, Original, A machine has been invented that folds your clothes for you, Guitar, Daniel Wayne Sermon, Animal, People Laughing, Jar, 91-120 seconds, Logo, Technology & Computing, Gown, Robe, Kiosk, Car Dealership, Folding clothing, Instrumental, Trademark, Screen, Dog, Word, Shaking Hands, Plant, Computer Hardware, Laundry, 3 average shot changes per 10 seconds, Tim Burton, Clothing, White text on red backdrop","FoldiMate","Youll never have to fold laundry again.","NEWS",91.475,"/thrillisttravel/videos/10156157869630891/",
"facebook10155577153390891","Automobile, Poster, Transportation, Human, Kid, Flora, Ct Scan, Doctor, Surgeon, Dessert, Person, Smoke, People, Car, Betty Boothroyd, 4 shot changes first 10 seconds, Vehicle, Clown, Drink, Albert Schweitzer, Baby, Vegetable, X-Ray, Broccoli, Cake, Birthday Cake, Hospital, Food, Cream, Child, Glasses, Billboard, 10-12 shot changes first 30 seconds, Toy, Greeting Card, Operating Theatre, Butter, Animal, Lemonade, Creme, Ampersand, 91-120 seconds, Logo, Flyer, Brochure, Alphabet, Head, Envelope, Car Dealership, Trademark, Paper, Word, Produce, Plant, Clinic, Beverage, Performer, 3 average shot changes per 10 seconds, Mail, Bottle","Wendys Baked Potatoes","Heres why Wendys is the only major fast-food chain that serves baked potatoes: thrl.st/2u5tyjs","NEWS",105.022,"/Thrillist/videos/10155577153390891/",
"facebook1391269934296460","Poster, Transportation, Human, Beard, Automobile, Flora, Asphalt, 3 shot changes first 10 seconds, Wall, Urban, Person, People, Skateboard, Suv, Car, Vehicle, Fog, Road, Tarmac, Parking Lot, Back, 2-3 minutes, Antonio Campos, Nature, Mist, Brick, Billboard, Ramp, Parking, Mats Zuccarello, Wood, Plywood, Sport, Sports, Flyer, Piri Weepu, Brochure, Tree, Lathe, Paper, Word, Running Track, Plant, 3 average shot changes per 10 seconds","This Blind Skateboarder uses his Cane and Sound to do Tricks","This blind skateboarder can still shred. (via NowThis Entertainment)","NEWS",121.982,"/thrillisttravel/videos/1391269934296460/",
"facebook10156298547560891","4-6 shot changes first 30 seconds, Automobile, Poster, Human, 10 - 12 The Most Words On Screen At Any One Time - First 10 Seconds, 1 - 3 The Least Words On Screen At Any One Time - First 10 Seconds, Flora, Kid, 10 - 15 Percent Of Screen Width - First 10 Seconds, 0 - 5 Percent of Screen Height - First 10 Seconds, Jersey, 21 - 25 Words On Screen - First 10 seconds, 21 - 25 Words On Screen - First 10 seconds, Person, Dessert, Snowboarding, People, Collage, Car, Mobile Phone, Baby, Phone, Bling, Art, TEXT_BOTTOM_LEFT, T-Shirt, Knitting, Computer, Electronics, Cake, 2 - 3 Words Per Second - First 10 Seconds, 3-4 minutes, TEXT_TOP_LEFT, TEXT_BOTTOM_RIGHT, Tin, Food, Jewelry, Cory Gunz, Safe, Shoe, Child, Nature, Sunglasses, Goggles, Glasses, Footwear, Clothing, Paint Container, Greeting Card, Dye, 2 shot changes first 10 seconds, Sport, Dress Shirt, Aluminium, 2 average shot changes per 10 seconds, Sports, Logo, Flyer, Brochure, TEXT_BOTTOM_CENTER, Shirt, Head, Envelope, Blonde, Sneaker, Trademark, Paper, Aloe, Word, Plant, Tamela Mann, Cell Phone, 2 Seconds On Screen, Snow, Mail, Adorable, Tavon Young","Heat-Activated Shoes","Light up these heat activated shoes to make them ""lit.""","NEWS",184.062,"/Thrillist/videos/10156298547560891/",
"facebook10155485171995891","4-6 shot changes first 30 seconds, Automobile, Poster, Transportation, Human, Pitcher, Flora, Bicycle, License Plate, Beer Bottle, Person, Text, Police, Jug, Bike, Brewery, Suv, Person Drinking, Military Uniform, People, Car, Alcohol, Vehicle, Tire, Drink, Military, Balcony, 61-90 seconds, Vine, Officer, Back, Tin, Building, Nature, Can, Factory, Beer, Sport, Aluminium, 2 average shot changes per 10 seconds, Sports, Logo, 0 shot changes first 10 seconds, Trademark, Word, Plant, Beverage, License, Ground, Bottle","BottleKeeper","Heres how to keep your beer cool and discreet.","NEWS",68.073,"/Thrillist/videos/10155485171995891/",
"facebook10155639595673387","4-6 shot changes first 30 seconds, Transportation, Weather, Human, Poster, Automobile, Educational Content, Silhouette, Bicycle, Jaicko, Product, Asphalt, Bike helmet, Interesting, Environmental Safety, Doctor, Surgeon, Red Sky, Upbeat, Informative, Smoke, Person, Train, Bike, Suv, Truck, People, Car, Motorcycle, Vehicle, Fog, Panning shot, Text-on-Screen, Road, Sunrise, Tarmac, Truck, Surgical Mask, Science, Parking Lot, Hospital, Compilation/Clips, Still image, Bus, Tin, Pollution, Dirt Road, Nature, Smog, Bus, Seeker, Black text on white backdrop, Glasses, In Delhi people are using water cannons to try to fight the pollution in the most toxic areas of the city, Parking, White text, Bicycle, News & Headlines, Live Action, Can, 2 shot changes first 10 seconds, Engine, Sport, Dawn, Multi-Segment, Aluminium, Air Pollution, Smog, 91-120 seconds, 2 average shot changes per 10 seconds, Sports, Logo, Sky, Dusk, Water  , Water, Black text on gray backdrop, Informational, Double Decker Bus, Indian Man, Blue text, Instrumental, Trademark, Cyclist, Advocacy, Word, Sunset, Inflatable, Clinic, Delhi, Gravel","Water Cannons Fight India’s Pollution","The anti-smog gun could help clean Delhis polluted air.","NEWS",94.206,"/SeekerMedia/videos/10155639595673387/",
"facebook1465111200283435","Electrical Device, Transportation, Human, Dough, Automobile, 10 - 12 The Most Words On Screen At Any One Time - First 10 Seconds, Snack, Flora, Kid, Branded Content, 10 - 15 Percent Of Screen Width - First 10 Seconds, Crowd, Newborn, Text, Person, Sidewalk, Popcorn, Dessert, Aesop Rock, Accessories, People, Car, Vehicle, Furniture, Baby, Confectionery, Coat, Bling, TEXT_BOTTOM_LEFT, Waffle, Food/Recipe, Dip, Cake, 2 - 3 Words Per Second - First 10 Seconds, Appliance, TEXT_TOP_LEFT, 5 average shot changes per 10 seconds, Jewelry, Food, Bbq, Web Series, TEXT_BOTTOM_RIGHT, 4 - 6 The Least Words On Screen At Any One Time - First 10 Seconds, 5 shot changes first 10 seconds, Oven, Cream, Nicholas Bond-Owen, Child, Glasses, Parade, Pavement, Clothing, Mexican Cuisine, Chair, Food & Drink, Ashtray, Desserts & Baking, Sweets, Cradle, 5 - 10 Percent of Screen Height - First 10 Seconds, Sign, Creme, Aluminium, Ampersand, 91-120 seconds, Logo, Pot, Alphabet, TEXT_BOTTOM_CENTER, 26 - 30 Words On Screen - First 10 Seconds, Trademark, Word, 13-15 shot changes first 30 seconds, Pasta, Plant, Highlight, 1 Second On Screen, Ornament, Restaurants","Fork Yeah: 180 Xurros","This restaurant only serves over the top xurros.","NEWS",99.262,"/thrillistfoodanddrink/videos/1465111200283435/",
"facebook10155530319975891","Transportation, Human, Poster, Automobile, Kid, Flora, Ct Scan, Surgeon, Doctor, Person, Smoke, Text, Dessert, People, Car, 4 shot changes first 10 seconds, Clown, Drink, Albert Schweitzer, Baby, Vegetable, X-Ray, Broccoli, Food, Cream, Flame, Child, Fire, Glasses, Billboard, 10-12 shot changes first 30 seconds, Toy, Greeting Card, Butter, Animal, Creme, Ampersand, Lemonade, 91-120 seconds, Alphabet, Flyer, Logo, Brochure, Envelope, Head, Car Dealership, Trademark, Paper, Word, Person Eating, Plant, Performer, Produce, Beverage, 3 average shot changes per 10 seconds, Playing Guitar, Mail, Bottle","The Humble Baked Spud Has A Special Spot At Wendys","Heres why Wendys is the only fast food chain that serves baked potatoes: thrl.st/2u5tyjs","NEWS",105.022,"/Thrillist/videos/10155530319975891/",
"facebook10155507656958387","Transportation, Human, Poster, Automobile, Educational Content, Japanese car company creates concept car with external airbags, Innovation, Flora, Silhouette, Promotional, Futuristic, Car Culture, 3 shot changes first 10 seconds, Wall, Upbeat, SCI, Sports Car, Accessories, Person, Alloy Wheel, People, Car, Blossom, Vehicle, Text-on-Screen, Art, Coat, Flower Arrangement, Electronics, Sphere, International, Tent, Wheel, Flower, News Story, Japan, Animated, Close-up, Electronic, Seeker, Pottery, Jaguar Car, Glasses, Billboard, Clothing, Toyoda Gosei, Toy, Live Action, Concept car (vehicle), car accident, Automotive, Crash test, Overcoat, Jar, 2 average shot changes per 10 seconds, 91-120 seconds, Logo, Flyer, Brochure, Bag, Informational, Rhythmic, Head, Instrumental, International News, Trademark, Suit, Paper, Green automobile, Advocacy, Plant, Vase, Word, Inflatable, Potted Plant, Ornament, White and blue text, Slow Motion","A New Concept Car Comes With External Airbags","The car of the future could have external airbags.","NEWS",92.179,"/SeekerMedia/videos/10155507656958387/",
"facebook10155827254668387","15 - 20 Percent Of Screen Width - First 10 Seconds, Transportation, Shower, Premiere, Poster, Human, Electrical Device, Automobile, 1 - 3 The Least Words On Screen At Any One Time - First 10 Seconds, Studio, Silhouette, Money, Lighting, Flora, Li Yuanchao, Asphalt, Kid, Outer Space, Crowd, Intersection, Doctor, Text, Train, Urban, Sidewalk, Hangar, Person, Power Lines, Hardware, Atm, Sleeve, People, Night, Car, Map, Console, Asleep, 31 + Words On Screen - First 10 Seconds, Vehicle, Long Sleeve, Connector, Baby, Atlas, Laptop, TEXT_MIDDLE_RIGHT, Terminal, Space, Road, Coat, Balcony, TEXT_TOP_CENTER, Astronomy, TEXT_BOTTOM_LEFT, Tarmac, Magazine, Outdoors, Electronics, Apparel, Computer, 3-4 minutes, Walkway, Nebula, Sphere, Dollar, TEXT_TOP_LEFT, Appliance, Banner, Building, TEXT_BOTTOM_RIGHT, Oven, Microwave, Finger, Earth, Johnny Desmond, Bus, Child, Peter Lim, World, Pavement, Pottery, Glasses, Electric Transmission Tower, Coin, Cash Machine, Clothing, Cable, Brick, Billboard, Universe, Greeting Card, Sedan, Machine, TEXT_MIDDLE_LEFT, 2 shot changes first 10 seconds, Path, Factory, Red Carpet, 5 - 10 Percent of Screen Height - First 10 Seconds, 16+ The Most Words On Screen At Any One Time - First 10 Seconds, 5 - 6 Words Per Second First 10 Seconds, Webpage, Red Carpet Premiere, Planet, Keyboard, People Laughing, Overcoat, Jar, File, Ampersand, 2 average shot changes per 10 seconds, Logo, Globe, Pc, Galaxy, Flyer, Refinery, Brochure, Alphabet, Airport Terminal, Audience, Speech, Head, Oscilloscope, Badge, TEXT_BOTTOM_CENTER, TEXT_MIDDLE_CENTER, Envelope, Wire, Paper, Trademark, Suit, Label, Computer Keyboard, Kim Jong-un, Word, Vase, Plant, Computer Hardware, Diagram, 1 Second On Screen, Stencil, Potted Plant, Playing Guitar, Mail","North Korean Hackers Are Taking Systems Down Globally","Could the U.S. be the next target for this notorious North Korean hacking group?","NEWS",189.651,"/SeekerMedia/videos/10155827254668387/",
"facebook539014349620218","Transportation, Jeep, Human, Poster, Leisure Activities, Automobile, Walking, Jerry Garcia, Text, Person, Truck, Suv, Military Uniform, People, Car, Airplane, 4 average shot changes per 10 seconds, Military, Tow Truck, Coat, Weapon, 61-90 seconds, Spear, Flying, Sercan Yıldırım, Blade, Pollution, Shoe, Nature, Glasses, Clothing, Footwear, Soldier, 2 shot changes first 10 seconds, Jet, Bear, Animal, Stage, Overcoat, Ampersand, Logo, Flyer, Brochure, Alphabet, Trademark, Paper, Brown Bear, 13-15 shot changes first 30 seconds, Word, Boot, Playing Guitar","Russia Made Its Own Superhero Movie Called Guardians","Watch the totally bonkers trailer for this Russian superhero","NEWS",61.011,"/thrillistentertainment/videos/539014349620218/",
"facebook10155849270155891","Transportation, Poster, Automobile, Human, Branded Content, Face, Product, Promotional, Kid, Informative, Smile, Hoodie, People Hugging, Jersey, Abby Sunderland, Upbeat, Travel pillow, Person, Travel, Travel, People, Sweatshirt, Car, Vehicle, Furniture, Text-on-Screen, Gray t-shirt, Thrillist, Baby, Hand, T-Shirt, Product Review, Health & Fitness, Compilation/Clips, Sweater, Couch, 5 shot changes first 10 seconds, Child, Buffalo Bill, Clothing, A Travel Pillow That Can Hold Your Head in Any Position, Infomercial, Molly Windsor, Chair, Air Travel, Live Action, White text, People Laughing, Portrait, Laughing, 91-120 seconds, Informational, Shirt, Blonde, Instrumental, Person wearing gray t-shirt, Justin Wilson, Advertisement, Advertisement, Word, Alton Brown, 3 average shot changes per 10 seconds, White text on red backdrop, Travel & Leisure, Travel & Leisure","Embracing Travel Pillow","This travel pillow looks like giant cartoon hands and holds you in any position. >> thrl.st/2zprp8m","NEWS",91.091,"/Thrillist/videos/10155849270155891/",
"facebook10155430450868224","Windshield, Human, Transportation, Poster, Tripod, Shane Lowry, Automobile, Stephen Kramer Glickman, 1 - 3 The Least Words On Screen At Any One Time - First 10 Seconds, Kid, Ct Scan, Asphalt, 10 - 15 Percent Of Screen Width - First 10 Seconds, 3 shot changes first 10 seconds, Senior Citizen, Driving, Newborn, Freeway, Matt Chow, TEXT_TOP_RIGHT, Sports Car, Text, Person, Coffee Table, Fitness, Car Mirror, Van, Suv, People, Car, Hospital, Parking Lot, Table, Arm, 5 average shot changes per 10 seconds, 2-3 minutes, Swimwear, Field, Female, Couch, Dirt Road, Clothing, Footwear, Girl, Billboard, Buggy, Glasses, Working Out, Tarmac, Electronics, 6 - 10 Words On Screen - First 10 Seconds, Road, Mirror, X-Ray, Coupe, Shoe, Finger, Child, Laptop, Vehicle, Furniture, Baby, Sedan, Underwear, Toy, Parking, Dinghy, Chair, Woman, 1 - 2 Words Per Second - First 10 Seconds, 5 - 10 Percent of Screen Height - First 10 Seconds, Sport, Ampersand, Sports, Logo, Flyer, Exercise, Boat, Brochure, Alphabet, Head, Blonde, Heel, Trademark, Paper, Bikini, 13-15 shot changes first 30 seconds, Word, Inflatable, Clinic, Bust, Gravel","The Risks Of Sitting With Your Feet Against The Dashboard In A Car","Could sitting with your legs against the dashboard in a car be fatal in the event of a crash? (via Science Channel)","ENTERTAINMENT",121.877,"/SeekerMedia/videos/10155430450868224/",
"facebook1274520432638078","Human, Poster, Transportation, Musician, Automobile, Ferry, Flora, Text, Person, Fitness, Light, Suitcase, People, Car, Blossom, Collage, Wheel, Waterfront, Flower, Banner, Working Out, Headlight, Pond Lily, Marina, Vehicle, Car Wheel, Sport, Lily, 2 average shot changes per 10 seconds, Gym, Flyer, Boat, Exercise, Brochure, Sports, Music Band, 2 shot changes first 10 seconds, 31-60 seconds, Animal, Paper, Word, Plant, Performer, Harbor, Port","Man Tries To Rob Sex Shop, Has Toys Thrown At Him","These sex shop employees threw dildos at an armed robber — and it worked.","NEWS",36.201,"/thrillistentertainment/videos/1274520432638078/",
"facebook10155332872393387","Weather, Transportation, Poster, Human, Automobile, Silhouette, Fence, Flora, Asphalt, Plan, Person, Text, Roof, People, Map, Flood, Car, Table, Swimwear, Pollution, Building, Tropical, Pottery, Clothing, Vine, 61-90 seconds, Tarmac, Rowboat, Box, Art, Flagstone, Nature, Furniture, Fog, Atlas, Algae, Sedan, Dinghy, Cottage, 1 average shot changes per 10 seconds, Webpage, Graphic Design, Jar, File, Logo, Bag, Flyer, Brochure, Boat, House, Housing, Carton, 0 shot changes first 10 seconds, Trademark, Paper, Word, Vase, Diagram, Plant, 1-3 shot changes first 30 seconds, Potted Plant, Watercraft, Hedge","Hurricane Harvey’s Rainfall By The Numbers","Hurricane Harvey’s rainfall by the numbers.","NEWS",85.822,"/SeekerMedia/videos/10155332872393387/",
"facebook10156014005585891","Transportation, Motor Scooter, Human, Automobile, Train Station, Silhouette, Flora, Asphalt, 3 shot changes first 10 seconds, Person, Airplane, People, Car, Railing, Molding, Pottery, 61-90 seconds, Tarmac, Terminal, Guard Rail, Motorcycle, Nature, Vehicle, Robot, Furniture, 10-12 shot changes first 30 seconds, Jar, Scooter, Bag, Backpack, Jet, Vespa, Um Ki-joon, Funky Kato, Plant, Word, Vase, 3 average shot changes per 10 seconds, Potted Plant","Self Balancing Motorcycle","This motorcycle never falls over.","NEWS",86.889,"/Thrillist/videos/10156014005585891/",
"facebook345111142632996","Transportation, Beard, Automobile, Poster, Windshield, Human, 4 Seconds On Screen, Kid, Ct Scan, Flora, 10 - 15 Percent Of Screen Width - First 10 Seconds, TEXT_TOP_RIGHT, Page, Freeway, Executive, Crowd, Text, Person, Huddle, Collage, Car, People, Military Uniform, 3-4 minutes, 2 - 3 Words Per Second - First 10 Seconds, TEXT_TOP_LEFT, Waterfront, Female, TEXT_BOTTOM_RIGHT, Pottery, Glasses, Clothing, Girl, Billboard, Magazine, X-Ray, Team, Limo, Terminal, Hand, Military, Road, Coat, Army, TEXT_TOP_CENTER, TEXT_BOTTOM_LEFT, Child, Mascot, Celebrating, Vehicle, Baby, TEXT_MIDDLE_RIGHT, Soldier, TEXT_MIDDLE_LEFT, 1 average shot changes per 10 seconds, 16+ The Most Words On Screen At Any One Time - First 10 Seconds, 5 - 10 Percent of Screen Height - First 10 Seconds, Woman, Overcoat, File, Tabloid, Sport, Webpage, Jar, Highway, Sports, Logo, Flyer, Audience, Brochure, Speech, Head, Blonde, TEXT_MIDDLE_CENTER, TEXT_BOTTOM_CENTER, 2 shot changes first 10 seconds, Team Sport, 26 - 30 Words On Screen - First 10 Seconds, Trademark, Suit, Paper, American Football, Word, Harbor, Plant, Night Life, Barefoot, 1-3 shot changes first 30 seconds, Port, Football","They Ask Why Players Kneel, Then Ignore The Answer","When A Peaceful Protest Outrages You. But A Police Officer Executing A Man While He Begs For His Life Doesnt, Maybe YOU ARE THE PROBLEM.  #WhyWeKneel","OTHER",188.706,"/TYTBreakdown/videos/345111142632996/",
"facebook675799719259082","Human, Electrical Device, Home Decor, Automobile, Marjorie Margolies, Showing how the Kardashians are constantly eating, Kim Kardashian, Glass, Flora, Face, Bamboo, Sithara, Hao Lei, Interesting, Branded Content, Meal, Smile, Soothing, Person, Bridesmaid, Alloy Wheel, Wedding, People, Car, Shareable, Supper, Kris Jenner, Celebrity Gossip, Wheel, Food, Couch, Kardashians Reality Show, Female, Pottery, Clothing, Market, Girl, Blanket, Coat, Dinner, Beverages, 8+ average shot changes per 10 seconds, Tablecloth, Finger, Scarlett Byrne, Cup, Bowl, RSVP, Cafeteria, Skin, Restaurant, Drink, Furniture, Text-on-Screen, Live Action, Celeb Reality, Food & Drink, 25+ shot changes first 30 seconds, 25+ shot changes first 30 seconds, Portrait, Jar, Overcoat, Lemonade, Keeping up with the Kardashians, Entertaining, Multi-Segment, Reading, Pot, Eating, Rhythmic, Blonde, Buffet, 31-60 seconds, Kourtney Kardashian, Celebrity Fan/Gossip, Floriana Lima, Frustrating, Advertisement, Refinery 29, Word, Plant, Vase, Khloé Kardashian, Beverage, Potted Plant, Linen, Kendall Jenner, Arts & Entertainment, Bottle","Its A Kardashian Chowdown","A closer look at what they eat on Keeping Up With The Kardashians on E!","NEWS",45.523,"/Refinery29RSVP/videos/675799719259082/",
"facebook10155272765372922","Transportation, Leisure Activities, Human, Automobile, Walking, Flora, Costume, Kid, 16-18 shot changes first 30 seconds, Text, Person, Miniskirt, Susanna Kaysen, Ball, Suv, Blossom, Skateboard, Truck, People, Car, Billiard Room, 3-4 minutes, Table, Apron, Sphere, Palm Tree, Back, Swimwear, Female, Flower, Field, Claudia Conserva, Goggles, Pottery, Girl, Clothing, Jaguar Car, Shorts, Larch, Oak, Hiam Abbass, Tow Truck, Limo, 5 shot changes first 10 seconds, Mimosa, Child, Vehicle, Furniture, Baby, Mark McEntee, Water, Underwear, Sedan, Room, Toy, Lawn, Amusement Park, Woman, Sport, Jar, Ampersand, Sports, Graffiti, Logo, Alphabet, Arecaceae, Tree, Pool Table, Hardhat, Blonde, Skirt, Conifer, DJ Snake, Animal, Trademark, Bikini, Tamim bin Hamad Al Thani, Indoors, Plant, Vase, Helmet, Bust, Water Park, 3 average shot changes per 10 seconds, Potted Plant, Regina Casé, Melissa Auf der Maur","The Moxi Girls Is The Squad Of Your Dreams","""It doesnt matter what we wear or what we look like, because we can do some seriously badass stuff.""","NEWS",237.545,"/Refinery29RSVP/videos/10155272765372922/",
"facebook10156335964690891","Poster, Transportation, Lilac, Weather, Electrical Device, Human, Automobile, 10 - 15 Percent Of Screen Width - First 10 Seconds, Traffic Jam, Red Sky, Pedestrian, Digital Watch, Crowd, Arched, 1 - 3 The Least Words On Screen At Any One Time - First 10 Seconds, Tanker, Silhouette, Lighting, Glass, Cat, Flora, Ferry, Fence, 3 - 4 Words Per Second - First 10 Seconds, Urban, Pond, Person, Tablet Computer, Sidewalk, Smoke, 3-4 minutes, Pet, Walkway, Railing, Hospital, Deer, Lace, Landscape, Control Tower, Cherry Blossom, Back, Pool, TEXT_TOP_LEFT, Path, Convention Center, Bear, Beer, Boardwalk, Animal, Glasses, Girl, Bridge, Footwear, Clothing, Brick, Pavement, Billboard, Wildlife, Tow Truck, Rainbow, Terminal, Submarine, Modern Art, Park, Guard Rail, Drinking, Coat, Beaver, Canoe, TEXT_BOTTOM_LEFT, Art, 5 shot changes first 10 seconds, Smog, Ocean Liner, Shoe, Pillar, Nature, Flamingo, Elk, Entertainment Center, Arch, Person Jogging, Statue, Suit, Trademark, Paper, Dock, Dog, Brown Bear, Canopy, Architecture, Vine, Town, Sunrise, Rodent, Pergola, Vault Ceiling, Rowboat, Glitter, Outdoors, Oak, Electronics, Computer, City, Waterfront, Pollution, River, Fountain, Ice, Field, Flower, Female, Column, Building, 10-12 shot changes first 30 seconds, Plumbing, Water, Dinghy, Chair, Mammal, Kayak, Greeting Card, TEXT_MIDDLE_LEFT, Bird, Vehicle, 31 + Words On Screen - First 10 Seconds, Vegetation, Furniture, Tower, Plaza, Drink, Fog, Beer Glass, TEXT_MIDDLE_RIGHT, Truck, Town Square, People, Suv, Night, Light, Pier, Collage, Cruise Ship, Car, Blossom, Alcohol, Aerial View, 5 - 10 Percent of Screen Height - First 10 Seconds, Woman, 16+ The Most Words On Screen At Any One Time - First 10 Seconds, Sign, Webpage, Jar, Overcoat, Dawn, Ship, Downtown, File, Tuxedo, Torii, Logo, Monument, Sky, Garden, Skyscraper, Flyer, Dusk, Gate, Boat, Brochure, Soil, Kiosk, Tree, Porch, Mushroom, Head, Envelope, Bush, Blonde, TEXT_BOTTOM_CENTER, TEXT_MIDDLE_CENTER, Tiger, Word, Rock, Patio, Scenery, Plant, Ground, Harbor, Iceberg, Clinic, Sunset, Beverage, Watercraft, 3 average shot changes per 10 seconds, 2 Seconds On Screen, Vessel, Snow, Port, Hedge, High Rise, Sculpture, Mail, Freighter, Art Gallery, Antenna","Free Thrillist: New York City","Here are free, fun activities you can do in NYC for every day of the week. >> thrl.st/2FYdAlk","NEWS",215.401,"/thrillisttravel/videos/10156335964690891/",
"facebook1780064408907933","Cap, Transportation, Leisure Activities, Human, Automobile, Ocean, Freeway, Crowd, Driving, Pedestrian, TEXT_TOP_RIGHT, 1 - 3 The Least Words On Screen At Any One Time - First 10 Seconds, Hiking, Troop, Silhouette, Flora, Asphalt, 5 - 10 Percent Of Screen Width - First 10 Seconds, Text, Person, Kissing, Smoke, Hat, 0 shot changes first 30 seconds, Tractor, Back, 2 Average Words On Screen, Demolition, Emblem, Clothing, Parade, 6 - 10 Words On Screen - First 10 Seconds, 3 Seconds on Screen, Team, Tow Truck, Road, Military, Hand, Coat, Ancient Egypt, Army, Nature, 0 shot changes first 10 seconds, 1 - 3 The Most Words On Screen At  Any One time - First 10 seconds, Trademark, Architecture, Tarmac, Sunlight, Kiss, Swimwear, Mountain, Field, Convertible, Building, Water, Soldier, Beach, Beanie, Vehicle, Vegetation, Truck, People, Night, Military Uniform, Car, Carpenter, 5 - 10 Percent of Screen Height - First 10 Seconds, 1 average shot changes per 10 seconds, 1 - 2 Words Per Second - First 10 Seconds, Overcoat, Ampersand, Highway, 91-120 seconds, Sea, Logo, Backpack, Alphabet, Soil, Bush, Bulldozer, TEXT_BOTTOM_CENTER, Word, Plant, Pyramid, Night Life, Coast, Umbrella, Flag","Shailene Woodley DEBUNKS Thanksgiving as Celebration","Shailene Woodley DEBUNKS Thanksgiving as Celebration #NoDAPL","NEWS",110.014,"/RebelHQ/videos/1780064408907933/",
"facebook1293778844083339","4-6 shot changes first 30 seconds, Windshield, Transportation, Poster, Electrical Device, Home Decor, Human, Automobile, Ferry, Cockpit, Asphalt, Person, Car Mirror, Pool, Hospital, Headrest, Canal, Appliance, Sunglasses, Glasses, Clothing, Home Theater, Mirror, Coat, Oven, Entertainment Center, Microwave, Cushion, Bus, Screen, Paper, 61-90 seconds, Tarmac, Outdoors, Rv, Tub, Electronics, Barge, Seaplane, Water, Drawer, Dinghy, Robot, Vehicle, Monitor, Furniture, Suitcase, Van, People, Console, Car, Airplane, 1 average shot changes per 10 seconds, Trampoline, TV, Overcoat, Office, Keyboard, Television, Flyer, Boat, Brochure, 1 shot changes first 10 seconds, Clinic, Watercraft, Vessel","Amphibious RV","Your road trip doesnt have to stop where the road ends.","NEWS",80.723,"/thrillisttravel/videos/1293778844083339/",
"facebook10155679842335891","Windshield, Transportation, Human, Home Decor, Automobile, Ocean, Arched, Conference Room, Lighting, Ct Scan, Flora, Ferry, Person, Molding, Headrest, Yacht, Aisle, X-Ray, Submarine, 5 shot changes first 10 seconds, Nature, Cushion, Daniel Craig, Arch, Cave, Indoors, Architecture, Outdoors, Rowboat, Waterfront, Building, 10-12 shot changes first 30 seconds, Dinghy, Water, Hovercraft, Chair, Vehicle, Vegetation, Furniture, People, Meeting Room, Cliff, Car, Dress Shirt, Sea, Car Seat, Boat, Shirt, Bush, Word, Rock, Plant, Harbor, Watercraft, 3 average shot changes per 10 seconds, Vessel, Port","Worlds Smallest Luxury Yacht","This floating spaceship is the worlds smallest luxury yacht.","NEWS",90.601,"/Thrillist/videos/10155679842335891/",
"facebook10155657410128387","Transportation, Poster, Human, Automobile, News, iguana, Sidewalk, Flora, Bamboo, Fence, Asphalt, Upsetting, Sidewalk, Person, White text on black backdrop, Walkway, Parking Lot, Still image, Moss, Path, Animal, Pavement, Pottery, Spectacle, POV : Point of View, Bus, Black text on white backdrop, Electronic, Seeker, 0 shot changes first 10 seconds, Trademark, Paper, Palm trees, Animals, 61-90 seconds, Tarmac, Iguana, Animated, Planter, Grass, Field, Close-up, Lawn, Parking, Live Action, White text, Vehicle, Text-on-Screen, Panning shot, Reptile, Minibus, People, Car, 1 average shot changes per 10 seconds, Jar, In southern Florida iguanas are freezing and falling out of trees due to low temperatures, Multi-Segment, Lizard, Logo, Flyer, Herbs, Brochure, Tomb, Blue text, Grass, Vase, Plant, Word, Ground, 1-3 shot changes first 30 seconds, Potted Plant, Hedge, Weird","It’s Raining Iguanas In South Florida","Frozen iguanas are falling out of trees in South Florida.","NEWS",73.833,"/SeekerMedia/videos/10155657410128387/",
